,0,1
45,CACM-0046.txt,"['multiprogramming', 'stretch', 'feasibility', 'consideration', 'tendency', 'towards', 'increased', 'parallelism', 'computer', 'noted', 'exploitation', 'parallelism', 'present', 'number', 'new', 'problem', 'machine', 'design', 'programming', 'system', 'minimum', 'requirement', 'successful', 'concurrent', 'execution', 'several', 'independent', 'problem', 'program', 'discussed', 'requirement', 'met', 'stretch', 'system', 'carefully', 'balanced', 'combination', 'builtin', 'programmed', 'logic', 'technique', 'described', 'place', 'burden', 'programmed', 'logic', 'system', 'program', 'supervisory', 'program', 'compiler', 'rather', 'problem', 'program', 'cacm', 'november', 'codd', 'e', 'f', 'lowry', 'e', 'mcdonough', 'e', 'scalzi', 'c', 'ca', 'jb', 'march', 'pm']"
46,CACM-0047.txt,"['russian', 'visit', 'u', 'computer', 'cacm', 'november', 'zaitzeff', 'e', 'astrahan', 'ca', 'jb', 'march', 'pm']"
47,CACM-0048.txt,"['shiftregister', 'code', 'indexing', 'application', 'communication', 'use', 'shiftregister', 'code', 'n', 'described', 'calling', 'wireless', 'telemetering', 'station', 'fixed', 'cyclical', 'order', 'high', 'degree', 'redundancy', 'used', 'permitting', 'singleerror', 'correcting', 'code', 'minimumdistancethree', 'code', 'bit', 'code', 'word', 'employed', 'station', 'identification', 'code', 'embedding', 'shiftregister', 'code', 'period', 'permit', 'code', 'employed', 'without', 'punctuation', 'telemetering', 'station', 'receiver', 'simply', 'putting', 'received', 'one', 'zero', 'shift', 'register', 'time', 'given', 'code', 'combination', 'arises', 'identifying', 'particular', 'station', 'barring', 'tuitous', 'error', 'combination', 'low', 'probability', 'called', 'communication', 'describes', 'property', 'application', 'code', 'detail', 'finding', 'particular', 'example', 'employed', 'ural', 'sovietbuilt', 'drum', 'computer', 'donated', 'indian', 'statistical', 'institute', 'united', 'nation', 'technical', 'aid', 'administration', 'untaa', 'cacm', 'october', 'nadler', 'sengupta', 'ca', 'jb', 'march', 'pm']"
48,CACM-0049.txt,"['scientific', 'business', 'application', 'oracle', 'curve', 'plotter', 'cacm', 'october', 'fike', 'c', 'ca', 'jb', 'march', 'pm']"
49,CACM-0050.txt,"['statistical', 'program', 'ibm', 'part', 'ii', 'cacm', 'october', 'hamblen', 'j', 'w', 'ca', 'jb', 'march', 'pm']"
50,CACM-0051.txt,"['construction', 'microflowcharts', 'cacm', 'october', 'gorn', 'ingerman', 'p', 'z', 'crozier', 'j', 'b', 'ca', 'jb', 'march', 'pm']"
51,CACM-0052.txt,"['efficient', 'method', 'generating', 'uniformly', 'distributed', 'point', 'surface', 'ndimensional', 'sphere', 'corrigendum', 'cacm', 'october', 'cook', 'j', 'ca', 'jb', 'march', 'pm']"
52,CACM-0053.txt,"['recommendation', 'share', 'algol', 'committee', 'cacm', 'october', 'ca', 'jb', 'march', 'pm']"
53,CACM-0054.txt,"['sale', 'simple', 'algebraic', 'language', 'engineer', 'cacm', 'october', 'brittenham', 'w', 'r', 'clark', 'k', 'kuss', 'g', 'thompson', 'h', 'smith', 'ca', 'jb', 'march', 'pm']"
54,CACM-0055.txt,"['algebraic', 'translator', 'cacm', 'october', 'kaner', 'h', 'ca', 'jb', 'march', 'pm']"
55,CACM-0056.txt,"['proposed', 'standard', 'flow', 'chart', 'symbol', 'cacm', 'october', 'ca', 'jb', 'march', 'pm']"
56,CACM-0057.txt,"['j', 'computer', 'center', 'cacm', 'october', 'ca', 'jb', 'march', 'pm']"
57,CACM-0058.txt,"['lem', 'small', 'size', 'general', 'purpose', 'digital', 'computer', 'using', 'magnetic', 'ferrite', 'element', 'paper', 'examines', 'question', 'development', 'construction', 'general', 'purpose', 'digital', 'computer', 'using', 'contactless', 'magnetic', 'ferrite', 'capacitive', 'dezu', 'long', 'duration', 'capacitive', 'memory', 'element', 'developed', 'laboratory', 'electrical', 'modeling', 'vinityi', 'sssr', 'supervision', 'professor', 'l', 'gutenmacher', 'cacm', 'october', 'machmudov', 'u', 'ca', 'jb', 'march', 'pm']"
58,CACM-0059.txt,"['survey', 'progress', 'trend', 'development', 'use', 'automatic', 'data', 'processing', 'business', 'management', 'control', 'system', 'federal', 'government', 'december', 'iii', 'cacm', 'september', 'ca', 'jb', 'march', 'pm']"
59,CACM-0060.txt,"['alpha', 'vector', 'transformation', 'system', 'linear', 'constraint', 'cacm', 'september', 'wersan', 'j', 'ca', 'jb', 'march', 'pm']"
60,CACM-0061.txt,"['ibm', 'tape', 'matrix', 'compiler', 'cacm', 'september', 'hornick', 'cajb', 'march', 'pm']"
61,CACM-0062.txt,"['multidimensional', 'leastsquares', 'polynomial', 'curve', 'fitting', 'cacm', 'september', 'lesh', 'f', 'h', 'ca', 'jb', 'march', 'pm']"
62,CACM-0063.txt,"['octal', 'diagram', 'binary', 'conception', 'applicability', 'computer', 'design', 'logic', 'paper', 'date', 'back', 'genesis', 'binary', 'conception', 'circa', 'year', 'ago', 'octal', 'diagram', 'year', 'ago', 'derived', 'chinese', 'ancient', 'analyzes', 'applicability', 'binary', 'trinity', 'octal', 'diagram', 'modern', 'electronicdigitalcomputer', 'design', 'logic', 'cacm', 'september', 'li', 'ca', 'jb', 'march', 'pm']"
63,CACM-0064.txt,"['remark', 'algol', 'symbol', 'manipulation', 'cacm', 'september', 'green', 'j', 'ca', 'jb', 'march', 'pm']"
64,CACM-0065.txt,"['algol', 'subcommittee', 'report', 'extension', 'cacm', 'september', 'dijkstra', 'e', 'w', 'heise', 'w', 'perlis', 'j', 'samelson', 'k', 'ca', 'jb', 'march', 'pm']"
65,CACM-0066.txt,"['proposal', 'generalized', 'card', 'code', 'character', 'cacm', 'september', 'bemer', 'r', 'w', 'ca', 'jb', 'march', 'pm']"
66,CACM-0067.txt,"['centraleuropean', 'computer', 'cacm', 'september', 'blachman', 'n', 'ca', 'jb', 'march', 'pm']"
67,CACM-0068.txt,"['role', 'university', 'computer', 'data', 'processing', 'related', 'field', 'study', 'made', 'university', 'program', 'united', 'state', 'field', 'computer', 'data', 'processing', 'operation', 'research', 'closely', 'related', 'field', 'university', 'policy', 'organization', 'administration', 'faculty', 'student', 'research', 'curriculum', 'equipment', 'financing', 'investigated', 'integrated', 'university', 'program', 'recommended', 'reflecting', 'conviction', 'many', 'present', 'activity', 'related', 'computer', 'develop', 'discipline', 'legitimate', 'province', 'university', 'scholar', 'detail', 'recommended', 'graduate', 'school', 'computer', 'science', 'given', 'cacm', 'september', 'fein', 'l', 'ca', 'jb', 'march', 'pm']"
68,CACM-0069.txt,"['statistical', 'program', 'ibm', 'part', 'collection', 'given', 'brief', 'description', 'statistical', 'program', 'use', 'university', 'computing', 'center', 'ibm', 's', 'cacm', 'august', 'hamblen', 'j', 'w', 'ca', 'jb', 'march', 'pm']"
69,CACM-0070.txt,"['construction', 'set', 'test', 'matrix', 'paper', 'develops', 'equation', 'property', 'set', 'test', 'matrix', 'useful', 'determination', 'accuracy', 'routine', 'finding', 'inverse', 'determinant', 'andor', 'eigenvalue', 'matrix', 'cacm', 'august', 'aegerter', 'j', 'ca', 'jb', 'march', 'pm']"
70,CACM-0071.txt,"['proposal', 'feasible', 'programming', 'system', 'paper', 'proposes', 'designing', 'programming', 'facility', 'involving', 'digital', 'computer', 'program', 'assist', 'preparation', 'largescale', 'realtime', 'program', 'facility', 'capable', 'preparing', 'program', 'variety', 'machine', 'characteristic', 'similar', 'facility', 'computer', 'one', 'basic', 'assumption', 'enough', 'randomaccess', 'storage', 'available', 'avoid', 'necessity', 'segmenting', 'constructed', 'program', 'fashion', 'trivial', 'one', 'assumption', 'somewhat', 'unrealistic', 'intended', 'provide', 'opportunity', 'concentrate', 'aspect', 'program', 'construction', 'programming', 'system', 'stress', 'discovery', 'source', 'program', 'statement', 'many', 'error', 'possible', 'attempting', 'construct', 'object', 'program', 'among', 'computer', 'characteristic', 'advocated', 'program', 'interrupt', 'scheme', 'large', 'set', 'character', 'indirect', 'addressing', 'cacm', 'august', 'bagley', 'p', 'r', 'ca', 'jb', 'march', 'pm']"
71,CACM-0072.txt,"['educational', 'program', 'computing', 'cacm', 'august', 'hollingsworth', 'j', 'ca', 'jb', 'march', 'pm']"
72,CACM-0073.txt,"['real', 'time', 'data', 'assimilator', 'cacm', 'july', 'gschwind', 'h', 'w', 'ca', 'jb', 'march', 'pm']"
73,CACM-0074.txt,"['highspeed', 'sorting', 'procedure', 'cacm', 'july', 'shell', 'l', 'ca', 'jb', 'march', 'pm']"
74,CACM-0075.txt,"['parameter', 'estimation', 'simple', 'nonlinear', 'model', 'cacm', 'july', 'chow', 'w', 'ca', 'jb', 'march', 'pm']"
75,CACM-0076.txt,"['binary', 'conversion', 'fixed', 'decimal', 'precision', 'decimal', 'fraction', 'cacm', 'july', 'taranto', 'ca', 'jb', 'march', 'pm']"
76,CACM-0077.txt,"['gat', 'construction', 'translator', 'cacm', 'july', 'arden', 'b', 'graham', 'r', 'ca', 'jb', 'march', 'pm']"
77,CACM-0078.txt,"['remark', 'practical', 'solution', 'characteristic', 'value', 'problem', 'paper', 'concerned', 'practical', 'solution', 'characteristic', 'value', 'problem', 'ordinary', 'differential', 'equation', 'apparent', 'sequential', 'computer', 'digital', 'analog', 'solve', 'initial', 'value', 'problem', 'rather', 'boundary', 'value', 'problem', 'mathematical', 'process', 'must', 'found', 'compensate', 'machine', 'inadequacy', 'compensating', 'machine', 'imperfection', 'course', 'normal', 'activity', 'numerical', 'analyst', 'number', 'paper', 'applied', 'particular', 'device', 'particular', 'problem', 'purpose', 'note', 'establish', 'mathematical', 'framework', 'model', 'practical', 'procedure', 'thus', 'assist', 'use', 'extension', 'idea', 'particular', 'problem', 'cacm', 'june', 'wouk', 'ca', 'jb', 'march', 'pm']"
78,CACM-0079.txt,"['programming', 'machine', 'extended', 'address', 'calculational', 'mechanism', 'cacm', 'june', 'schecher', 'h', 'ca', 'jb', 'march', 'pm']"
79,CACM-0080.txt,"['technique', 'computing', 'critical', 'rotational', 'speed', 'flexible', 'shaft', 'automatic', 'computer', 'cacm', 'june', 'schwartz', 'b', 'l', 'ca', 'jb', 'march', 'pm']"
80,CACM-0081.txt,"['norc', 'highspeed', 'printer', 'cacm', 'june', 'gleissner', 'g', 'h', 'ca', 'jb', 'march', 'pm']"
81,CACM-0082.txt,"['handling', 'identifier', 'internal', 'symbol', 'language', 'processor', 'substitution', 'computeroriented', 'symbol', 'programmeroriented', 'symbol', 'language', 'processor', 'examined', 'feasible', 'method', 'presented', 'cacm', 'june', 'williams', 'f', 'ca', 'jb', 'march', 'pm']"
82,CACM-0083.txt,"['visit', 'computation', 'center', 'soviet', 'union', 'cacm', 'june', 'carr', 'iii', 'j', 'w', 'ca', 'jb', 'march', 'pm']"
83,CACM-0084.txt,"['survey', 'progress', 'trend', 'development', 'use', 'automatic', 'data', 'processing', 'business', 'management', 'control', 'system', 'federal', 'government', 'december', 'ii', 'part', 'see', 'ca', 'cacm', 'may', 'ca', 'jb', 'march', 'pm']"
84,CACM-0085.txt,"['error', 'analysis', 'floating', 'point', 'arithmetic', 'cacm', 'may', 'carr', 'iii', 'j', 'w', 'ca', 'jb', 'march', 'pm']"
85,CACM-0086.txt,"['survey', 'progress', 'trend', 'development', 'use', 'automatic', 'data', 'processing', 'business', 'management', 'control', 'system', 'federal', 'government', 'december', 'cacm', 'april', 'controller', 'general', 'united', 'state', 'congress', 'united', 'state', 'ca', 'jb', 'march', 'pm']"
86,CACM-0087.txt,"['note', 'method', 'generating', 'point', 'uniformly', 'ndimensional', 'sphere', 'cacm', 'april', 'muller', 'e', 'ca', 'jb', 'march', 'pm']"
87,CACM-0088.txt,"['efficient', 'method', 'generating', 'uniformly', 'distributed', 'point', 'surface', 'ndimensional', 'sphere', 'cacm', 'april', 'hick', 'j', 'wheeling', 'r', 'f', 'ca', 'jb', 'march', 'pm']"
88,CACM-0089.txt,"['routine', 'find', 'solution', 'simultaneous', 'linear', 'equation', 'polynomial', 'coefficient', 'cacm', 'april', 'larson', 'e', 'h', 'marshall', 'p', 'ca', 'jb', 'march', 'pm']"
89,CACM-0090.txt,"['binary', 'arithmetic', 'discretely', 'variable', 'word', 'length', 'serial', 'computer', 'cacm', 'april', 'ercoli', 'p', 'vacca', 'r', 'ca', 'jb', 'march', 'pm']"
90,CACM-0091.txt,"['mathematical', 'procedure', 'machine', 'division', 'cacm', 'april', 'gilman', 'r', 'e', 'ca', 'jb', 'march', 'pm']"
91,CACM-0092.txt,"['checklist', 'intelligence', 'programming', 'system', 'remarkable', 'variation', 'exists', 'degree', 'sophistication', 'various', 'programming', 'system', 'particular', 'manifestation', 'jungle', 'assorted', 'device', 'reproducing', 'limited', 'human', 'decision', 'procedure', 'attempt', 'made', 'begin', 'systematic', 'classification', 'various', 'device', 'educating', 'computer', 'take', 'decisionmaking', 'function', 'one', 'many', 'human', 'operator', 'demonstrated', 'feasible', 'date', 'highly', 'desirable', 'future', 'cacm', 'march', 'bemer', 'r', 'w', 'ca', 'jb', 'march', 'pm']"
92,CACM-0093.txt,"['formula', 'computer', 'oriented', 'language', 'technique', 'shown', 'enabling', 'computer', 'translate', 'simple', 'algebraic', 'formula', 'three', 'address', 'computer', 'code', 'cacm', 'march', 'wegstein', 'j', 'h', 'ca', 'jb', 'march', 'pm']"
93,CACM-0094.txt,"['iterative', 'method', 'fitting', 'logistic', 'curve', 'iterative', 'method', 'given', 'finding', 'logistic', 'curve', 'best', 'least', 'square', 'fit', 'set', 'twodimensional', 'point', 'cacm', 'march', 'howell', 'j', 'ca', 'jb', 'march', 'pm']"
94,CACM-0095.txt,"['elimination', 'special', 'function', 'differential', 'equation', 'set', 'ordinary', 'differential', 'equation', 'contains', 'mathematical', 'function', 'requiring', 'use', 'subroutine', 'numerical', 'solution', 'electronic', 'computer', 'tabular', 'data', 'numerical', 'solution', 'hand', 'calculation', 'function', 'generator', 'analog', 'method', 'applied', 'sometimes', 'expanded', 'equivalent', 'set', 'equation', 'contain', 'function', 'practical', 'function', 'satisfy', 'sufficiently', 'simple', 'differential', 'equation', 'thus', 'among', 'function', 'eliminated', 'procedure', 'trigonometric', 'inverse', 'trigonometric', 'exponential', 'many', 'transcendental', 'function', 'cacm', 'march', 'power', 'j', 'e', 'ca', 'jb', 'march', 'pm']"
95,CACM-0096.txt,"['computing', 'radiation', 'integral', 'relative', 'merit', 'cost', 'four', 'way', 'evaluating', 'typical', 'radiation', 'integral', 'containing', 'spherical', 'bessel', 'function', 'investigated', 'method', 'desk', 'machine', 'evaluation', 'finite', 'series', 'integration', 'appropriate', 'differential', 'equation', 'reef', 'electronic', 'analog', 'computer', 'litton', 'ibm', 'computer', 'result', 'generally', 'applicable', 'equation', 'separated', 'helmholtz', 'wave', 'equation', 'cacm', 'february', 'hansen', 'r', 'c', 'bailin', 'l', 'l', 'rutishauser', 'r', 'w', 'ca', 'jb', 'march', 'pm']"
96,CACM-0097.txt,"['signal', 'corp', 'research', 'development', 'automatic', 'programming', 'digital', 'computer', 'cacm', 'february', 'luebbert', 'capt', 'w', 'f', 'collom', 'jr', 'capt', 'p', 'w', 'ca', 'jb', 'march', 'pm']"
97,CACM-0098.txt,"['arithmetic', 'translatorcompiler', 'ibm', 'fortran', 'automatic', 'coding', 'system', 'cacm', 'february', 'sheridan', 'p', 'b', 'ca', 'jb', 'march', 'pm']"
98,CACM-0099.txt,"['possible', 'modification', 'international', 'algebraic', 'language', 'cacm', 'february', 'green', 'j', 'ca', 'jb', 'march', 'pm']"
99,CACM-0100.txt,"['recursive', 'subscripting', 'compiler', 'listtypes', 'memory', 'cacm', 'february', 'carr', 'iii', 'j', 'w', 'ca', 'jb', 'march', 'pm']"
100,CACM-0101.txt,"['nuclear', 'reactor', 'code', 'cacm', 'january', 'nather', 'v', 'sangren', 'w', 'ca', 'jb', 'march', 'pm']"
101,CACM-0102.txt,"['comparison', 'programming', 'method', 'cacm', 'december', 'curtz', 'b', 'riordan', 'j', 'f', 'spohnm', 'ca', 'jb', 'march', 'pm']"
102,CACM-0103.txt,"['cope', 'console', 'operator', 'proficiency', 'examination', 'year', 'electronic', 'computer', 'become', 'sophisticated', 'program', 'must', 'process', 'become', 'complex', 'thisdependence', 'computing', 'skill', 'experience', 'operator', 'increasing', 'time', 'selection', 'training', 'qualified', 'operator', 'grows', 'difficult', 'meet', 'need', 'quick', 'accurate', 'uniform', 'operator', 'test', 'training', 'aid', 'author', 'developed', 'cope', 'console', 'operator', 'proficiency', 'examination', 'outlined', 'examination', 'programmed', 'specifically', 'ibm', 'model', 'ii', 'two', 'tape', 'record', 'coordinator', 'similar', 'program', 'could', 'developed', 'computer', 'cacm', 'december', 'farbman', 'ketover', 'r', 'ca', 'jb', 'march', 'pm']"
103,CACM-0104.txt,"['digital', 'simulation', 'discrete', 'flow', 'system', 'discrete', 'flow', 'system', 'discussed', 'characterized', 'movement', 'randomly', 'arriving', 'item', 'along', 'interacting', 'channel', 'programing', 'digital', 'computer', 'simulate', 'system', 'utilizes', 'technique', 'common', 'approach', 'physical', 'problem', 'principal', 'portion', 'paper', 'discussion', 'two', 'simulation', 'study', 'illustrate', 'programming', 'problem', 'involved', 'one', 'extensive', 'packagehandling', 'plant', 'objective', 'optimization', 'parameter', 'storage', 'capacity', 'processing', 'rate', 'air', 'traffic', 'flow', 'control', 'procedure', 'simulated', 'compare', 'effect', 'alternative', 'control', 'decision', 'cacm', 'december', 'moore', 'c', 'j', 'lewis', 'ca', 'jb', 'march', 'pm']"
104,CACM-0105.txt,"['two', 'method', 'word', 'inversion', 'ibm', 'cacm', 'december', 'price', 'r', 'jardins', 'p', 'ca', 'jb', 'march', 'pm']"
105,CACM-0106.txt,"['method', 'overlapping', 'erasure', 'list', 'important', 'property', 'newellshawsimon', 'scheme', 'computer', 'storage', 'list', 'data', 'multiple', 'occurrence', 'need', 'stored', 'one', 'place', 'computer', 'list', 'may', 'overlapped', 'unfortunately', 'overlapping', 'pose', 'problem', 'subsequent', 'erasure', 'given', 'list', 'longer', 'needed', 'desired', 'erase', 'part', 'overlap', 'list', 'lisp', 'mccarthy', 'employ', 'elegant', 'inefficient', 'solution', 'problem', 'present', 'paper', 'describes', 'general', 'method', 'enables', 'efficient', 'erasure', 'method', 'employ', 'interspersed', 'reference', 'count', 'describe', 'extent', 'overlapping', 'cacm', 'december', 'collins', 'g', 'e', 'ca', 'jb', 'march', 'pm']"
106,CACM-0107.txt,"['multiple', 'precision', 'arithmetic', 'cacm', 'december', 'pope', 'stein', 'l', 'ca', 'jb', 'march', 'pm']"
107,CACM-0108.txt,"['programmed', 'error', 'correction', 'project', 'mercury', 'cacm', 'december', 'dimsdale', 'b', 'weinberg', 'g', 'ca', 'jb', 'march', 'pm']"
108,CACM-0109.txt,"['note', 'approximating', 'ex', 'cacm', 'december', 'lubkin', 'ca', 'jb', 'march', 'pm']"
109,CACM-0110.txt,"['fibonaccian', 'searching', 'cacm', 'december', 'ferguson', 'e', 'ca', 'jb', 'march', 'pm']"
